index	character	character in latex	character/story	character/story in latex	card url
1098	Maxwell Klinger	Maxwell Klinger	Maxwell Klinger/M*A*S*H	Maxwell Klinger/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Maxwell-Klinger-2000-464-341.pdf
1099	Francis Mulcahy	Francis Mulcahy	Francis Mulcahy/M*A*S*H	Francis Mulcahy/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Francis-Mulcahy-2000-464-341.pdf
1100	Frank Burns	Frank Burns	Frank Burns/M*A*S*H	Frank Burns/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Frank-Burns-2000-464-341.pdf
1101	Radar O'Reilly	Radar O'Reilly	Radar O'Reilly/M*A*S*H	Radar O'Reilly/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Radar-OReilly-2000-464-341.pdf
1102	Jack Maine	Jack Maine	Jack Maine/A Star Is Born	Jack Maine/A Star Is Born	https://compstorylab.org/archetypometrics/cards/A-Star-Is-Born-Jack-Maine-2000-464-341.pdf
1103	Ally Maine	Ally Maine	Ally Maine/A Star Is Born	Ally Maine/A Star Is Born	https://compstorylab.org/archetypometrics/cards/A-Star-Is-Born-Ally-Maine-2000-464-341.pdf
1104	Shawn Spencer	Shawn Spencer	Shawn Spencer/Psych	Shawn Spencer/Psych	https://compstorylab.org/archetypometrics/cards/Psych-Shawn-Spencer-2000-464-341.pdf
1105	Burton Guster	Burton Guster	Burton Guster/Psych	Burton Guster/Psych	https://compstorylab.org/archetypometrics/cards/Psych-Burton-Guster-2000-464-341.pdf
1106	Carlton Lassiter	Carlton Lassiter	Carlton Lassiter/Psych	Carlton Lassiter/Psych	https://compstorylab.org/archetypometrics/cards/Psych-Carlton-Lassiter-2000-464-341.pdf
1107	Juliet O'Hara	Juliet O'Hara	Juliet O'Hara/Psych	Juliet O'Hara/Psych	https://compstorylab.org/archetypometrics/cards/Psych-Juliet-OHara-2000-464-341.pdf
1108	Henry Spencer	Henry Spencer	Henry Spencer/Psych	Henry Spencer/Psych	https://compstorylab.org/archetypometrics/cards/Psych-Henry-Spencer-2000-464-341.pdf
1109	Karen Vick	Karen Vick	Karen Vick/Psych	Karen Vick/Psych	https://compstorylab.org/archetypometrics/cards/Psych-Karen-Vick-2000-464-341.pdf
1110	Miguel	Miguel	Miguel/Coco	Miguel/Coco	https://compstorylab.org/archetypometrics/cards/Coco-Miguel-2000-464-341.pdf
1111	Héctor	H\'{e}ctor	Héctor/Coco	H\'{e}ctor/Coco	https://compstorylab.org/archetypometrics/cards/Coco-Hector-2000-464-341.pdf
1112	Ernesto de la Cruz	Ernesto de la Cruz	Ernesto de la Cruz/Coco	Ernesto de la Cruz/Coco	https://compstorylab.org/archetypometrics/cards/Coco-Ernesto-de-la-Cruz-2000-464-341.pdf
1113	Mamá Imelda	Mam\'{a} Imelda	Mamá Imelda/Coco	Mamá Imelda/Coco	https://compstorylab.org/archetypometrics/cards/Coco-Mama-Imelda-2000-464-341.pdf
1114	Mamá Coco	Mam\'{a} Coco	Mamá Coco/Coco	Mamá Coco/Coco	https://compstorylab.org/archetypometrics/cards/Coco-Mama-Coco-2000-464-341.pdf
1115	Bob Parr	Bob Parr	Bob Parr/The Incredibles	Bob Parr/The Incredibles	https://compstorylab.org/archetypometrics/cards/The-Incredibles-Bob-Parr-2000-464-341.pdf
1116	Helen Parr	Helen Parr	Helen Parr/The Incredibles	Helen Parr/The Incredibles	https://compstorylab.org/archetypometrics/cards/The-Incredibles-Helen-Parr-2000-464-341.pdf
1117	Violet Parr	Violet Parr	Violet Parr/The Incredibles	Violet Parr/The Incredibles	https://compstorylab.org/archetypometrics/cards/The-Incredibles-Violet-Parr-2000-464-341.pdf
1118	Dashiell Parr	Dashiell Parr	Dashiell Parr/The Incredibles	Dashiell Parr/The Incredibles	https://compstorylab.org/archetypometrics/cards/The-Incredibles-Dashiell-Parr-2000-464-341.pdf
1119	Buddy Pine	Buddy Pine	Buddy Pine/The Incredibles	Buddy Pine/The Incredibles	https://compstorylab.org/archetypometrics/cards/The-Incredibles-Buddy-Pine-2000-464-341.pdf
1120	William Adama	William Adama	William Adama/Battlestar Galactica	William Adama/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-William-Adama-2000-464-341.pdf
1121	Laura Roslin	Laura Roslin	Laura Roslin/Battlestar Galactica	Laura Roslin/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Laura-Roslin-2000-464-341.pdf
1122	Kara 'Starbuck' Thrace	Kara `Starbuck' Thrace	Kara 'Starbuck' Thrace/Battlestar Galactica	Kara 'Starbuck' Thrace/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Kara-Starbuck-Thrace-2000-464-341.pdf
1123	Lee 'Apollo' Adama	Lee `Apollo' Adama	Lee 'Apollo' Adama/Battlestar Galactica	Lee 'Apollo' Adama/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Lee-Apollo-Adama-2000-464-341.pdf
1124	Gaius Baltar	Gaius Baltar	Gaius Baltar/Battlestar Galactica	Gaius Baltar/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Gaius-Baltar-2000-464-341.pdf
1125	Number Six	Number Six	Number Six/Battlestar Galactica	Number Six/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Number-Six-2000-464-341.pdf
1126	Sharon 'Boomer' Valerii	Sharon `Boomer' Valerii	Sharon 'Boomer' Valerii/Battlestar Galactica	Sharon 'Boomer' Valerii/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Sharon-Boomer-Valerii-2000-464-341.pdf
1127	Saul Tigh	Saul Tigh	Saul Tigh/Battlestar Galactica	Saul Tigh/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Saul-Tigh-2000-464-341.pdf
1128	Galen Tyrol	Galen Tyrol	Galen Tyrol/Battlestar Galactica	Galen Tyrol/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Galen-Tyrol-2000-464-341.pdf
1129	Karl 'Helo' Agathon	Karl `Helo' Agathon	Karl 'Helo' Agathon/Battlestar Galactica	Karl 'Helo' Agathon/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Karl-Helo-Agathon-2000-464-341.pdf
1130	Felix Gaeta	Felix Gaeta	Felix Gaeta/Battlestar Galactica	Felix Gaeta/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Felix-Gaeta-2000-464-341.pdf
1131	Anastasia Dualla	Anastasia Dualla	Anastasia Dualla/Battlestar Galactica	Anastasia Dualla/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Anastasia-Dualla-2000-464-341.pdf
1132	Billy Keikeya	Billy Keikeya	Billy Keikeya/Battlestar Galactica	Billy Keikeya/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Billy-Keikeya-2000-464-341.pdf
1133	Cally Henderson	Cally Henderson	Cally Henderson/Battlestar Galactica	Cally Henderson/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Cally-Henderson-2000-464-341.pdf
1134	Samuel 'Longshot' Anders	Samuel `Longshot' Anders	Samuel 'Longshot' Anders/Battlestar Galactica	Samuel 'Longshot' Anders/Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-Samuel-Longshot-Anders-2000-464-341.pdf
1135	Viola	Viola	Viola/Twelfth Night	Viola/Twelfth Night	https://compstorylab.org/archetypometrics/cards/Twelfth-Night-Viola-2000-464-341.pdf
1136	Sebastian	Sebastian	Sebastian/Twelfth Night	Sebastian/Twelfth Night	https://compstorylab.org/archetypometrics/cards/Twelfth-Night-Sebastian-2000-464-341.pdf
1137	Olivia	Olivia	Olivia/Twelfth Night	Olivia/Twelfth Night	https://compstorylab.org/archetypometrics/cards/Twelfth-Night-Olivia-2000-464-341.pdf
1138	Duke Orsino	Duke Orsino	Duke Orsino/Twelfth Night	Duke Orsino/Twelfth Night	https://compstorylab.org/archetypometrics/cards/Twelfth-Night-Duke-Orsino-2000-464-341.pdf
1139	Malvolio	Malvolio	Malvolio/Twelfth Night	Malvolio/Twelfth Night	https://compstorylab.org/archetypometrics/cards/Twelfth-Night-Malvolio-2000-464-341.pdf
1140	Edward Elric	Edward Elric	Edward Elric/Fullmetal Alchemist: Brotherhood	Edward Elric/Fullmetal Alchemist: Brotherhood	https://compstorylab.org/archetypometrics/cards/Fullmetal-Alchemist-Brotherhood-Edward-Elric-2000-464-341.pdf
1141	Alphonse Elric	Alphonse Elric	Alphonse Elric/Fullmetal Alchemist: Brotherhood	Alphonse Elric/Fullmetal Alchemist: Brotherhood	https://compstorylab.org/archetypometrics/cards/Fullmetal-Alchemist-Brotherhood-Alphonse-Elric-2000-464-341.pdf
1142	Roy Mustang	Roy Mustang	Roy Mustang/Fullmetal Alchemist: Brotherhood	Roy Mustang/Fullmetal Alchemist: Brotherhood	https://compstorylab.org/archetypometrics/cards/Fullmetal-Alchemist-Brotherhood-Roy-Mustang-2000-464-341.pdf
1143	Riza Hawkeye	Riza Hawkeye	Riza Hawkeye/Fullmetal Alchemist: Brotherhood	Riza Hawkeye/Fullmetal Alchemist: Brotherhood	https://compstorylab.org/archetypometrics/cards/Fullmetal-Alchemist-Brotherhood-Riza-Hawkeye-2000-464-341.pdf
1144	Scar	Scar	Scar/Fullmetal Alchemist: Brotherhood	Scar/Fullmetal Alchemist: Brotherhood	https://compstorylab.org/archetypometrics/cards/Fullmetal-Alchemist-Brotherhood-Scar-2000-464-341.pdf
1145	Denny Brosh	Denny Brosh	Denny Brosh/Fullmetal Alchemist: Brotherhood	Denny Brosh/Fullmetal Alchemist: Brotherhood	https://compstorylab.org/archetypometrics/cards/Fullmetal-Alchemist-Brotherhood-Denny-Brosh-2000-464-341.pdf
1146	Baby	Baby	Baby/Baby Driver	Baby/Baby Driver	https://compstorylab.org/archetypometrics/cards/Baby-Driver-Baby-2000-464-341.pdf
1147	Doc	Doc	Doc/Baby Driver	Doc/Baby Driver	https://compstorylab.org/archetypometrics/cards/Baby-Driver-Doc-2000-464-341.pdf
1148	Debora	Debora	Debora/Baby Driver	Debora/Baby Driver	https://compstorylab.org/archetypometrics/cards/Baby-Driver-Debora-2000-464-341.pdf
1149	Regina Mills	Regina Mills	Regina Mills/Once Upon a Time	Regina Mills/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Regina-Mills-2000-464-341.pdf
1150	Mr. Gold	Mr. Gold	Mr. Gold/Once Upon a Time	Mr. Gold/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Mr-Gold-2000-464-341.pdf
1151	Henry Mills	Henry Mills	Henry Mills/Once Upon a Time	Henry Mills/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Henry-Mills-2000-464-341.pdf
1152	Emma Swan	Emma Swan	Emma Swan/Once Upon a Time	Emma Swan/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Emma-Swan-2000-464-341.pdf
1153	Mary Margaret Blanchard	Mary Margaret Blanchard	Mary Margaret Blanchard/Once Upon a Time	Mary Margaret Blanchard/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Mary-Margaret-Blanchard-2000-464-341.pdf
1154	David Nolan	David Nolan	David Nolan/Once Upon a Time	David Nolan/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-David-Nolan-2000-464-341.pdf
1155	Captain Killian 'Hook' Jones	Captain Killian `Hook' Jones	Captain Killian 'Hook' Jones/Once Upon a Time	Captain Killian 'Hook' Jones/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Captain-Killian-Hook-Jones-2000-464-341.pdf
1156	Belle French	Belle French	Belle French/Once Upon a Time	Belle French/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Belle-French-2000-464-341.pdf
1157	Zelena	Zelena	Zelena/Once Upon a Time	Zelena/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Zelena-2000-464-341.pdf
1158	Granny Lucas	Granny Lucas	Granny Lucas/Once Upon a Time	Granny Lucas/Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-Granny-Lucas-2000-464-341.pdf
1159	Amanda LaRusso	Amanda LaRusso	Amanda LaRusso/Cobra Kai	Amanda LaRusso/Cobra Kai	https://compstorylab.org/archetypometrics/cards/Cobra-Kai-Amanda-LaRusso-2000-464-341.pdf
1160	Samantha LaRusso	Samantha LaRusso	Samantha LaRusso/Cobra Kai	Samantha LaRusso/Cobra Kai	https://compstorylab.org/archetypometrics/cards/Cobra-Kai-Samantha-LaRusso-2000-464-341.pdf
1161	Robby Keene	Robby Keene	Robby Keene/Cobra Kai	Robby Keene/Cobra Kai	https://compstorylab.org/archetypometrics/cards/Cobra-Kai-Robby-Keene-2000-464-341.pdf
1162	Daniel LaRusso	Daniel LaRusso	Daniel LaRusso/Cobra Kai	Daniel LaRusso/Cobra Kai	https://compstorylab.org/archetypometrics/cards/Cobra-Kai-Daniel-LaRusso-2000-464-341.pdf
1163	Miguel Diaz	Miguel Diaz	Miguel Diaz/Cobra Kai	Miguel Diaz/Cobra Kai	https://compstorylab.org/archetypometrics/cards/Cobra-Kai-Miguel-Diaz-2000-464-341.pdf
1164	Johnny Lawrence	Johnny Lawrence	Johnny Lawrence/Cobra Kai	Johnny Lawrence/Cobra Kai	https://compstorylab.org/archetypometrics/cards/Cobra-Kai-Johnny-Lawrence-2000-464-341.pdf
1165	Annalise Keating	Annalise Keating	Annalise Keating/How To Get Away With Murder	Annalise Keating/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Annalise-Keating-2000-464-341.pdf
1166	Nate Lahey	Nate Lahey	Nate Lahey/How To Get Away With Murder	Nate Lahey/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Nate-Lahey-2000-464-341.pdf
1167	Connor Walsh	Connor Walsh	Connor Walsh/How To Get Away With Murder	Connor Walsh/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Connor-Walsh-2000-464-341.pdf
1168	Michaela Pratt	Michaela Pratt	Michaela Pratt/How To Get Away With Murder	Michaela Pratt/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Michaela-Pratt-2000-464-341.pdf
1169	Asher Millstone	Asher Millstone	Asher Millstone/How To Get Away With Murder	Asher Millstone/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Asher-Millstone-2000-464-341.pdf
1170	Frank Delfino	Frank Delfino	Frank Delfino/How To Get Away With Murder	Frank Delfino/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Frank-Delfino-2000-464-341.pdf
1171	Bonnie Winterbottom	Bonnie Winterbottom	Bonnie Winterbottom/How To Get Away With Murder	Bonnie Winterbottom/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Bonnie-Winterbottom-2000-464-341.pdf
1172	Oliver Hampton	Oliver Hampton	Oliver Hampton/How To Get Away With Murder	Oliver Hampton/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Oliver-Hampton-2000-464-341.pdf
1173	Laurel Castillo	Laurel Castillo	Laurel Castillo/How To Get Away With Murder	Laurel Castillo/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Laurel-Castillo-2000-464-341.pdf
1174	Wes Gibbins	Wes Gibbins	Wes Gibbins/How To Get Away With Murder	Wes Gibbins/How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-Wes-Gibbins-2000-464-341.pdf
1175	Temperance Brennan	Temperance Brennan	Temperance Brennan/Bones	Temperance Brennan/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Temperance-Brennan-2000-464-341.pdf
1176	Seeley Booth	Seeley Booth	Seeley Booth/Bones	Seeley Booth/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Seeley-Booth-2000-464-341.pdf
1177	Angela Montenegro	Angela Montenegro	Angela Montenegro/Bones	Angela Montenegro/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Angela-Montenegro-2000-464-341.pdf
1178	Jack Hodgins	Jack Hodgins	Jack Hodgins/Bones	Jack Hodgins/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Jack-Hodgins-2000-464-341.pdf
1179	Camille Saroyan	Camille Saroyan	Camille Saroyan/Bones	Camille Saroyan/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Camille-Saroyan-2000-464-341.pdf
1180	Kathryn Janeway	Kathryn Janeway	Kathryn Janeway/Star Trek: Voyager	Kathryn Janeway/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-Kathryn-Janeway-2000-464-341.pdf
1181	Chakotay	Chakotay	Chakotay/Star Trek: Voyager	Chakotay/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-Chakotay-2000-464-341.pdf
1182	B'Elanna Torres	B'Elanna Torres	B'Elanna Torres/Star Trek: Voyager	B'Elanna Torres/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-BElanna-Torres-2000-464-341.pdf
1183	Tom Paris	Tom Paris	Tom Paris/Star Trek: Voyager	Tom Paris/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-Tom-Paris-2000-464-341.pdf
1184	Neelix	Neelix	Neelix/Star Trek: Voyager	Neelix/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-Neelix-2000-464-341.pdf
1185	The Doctor	The Doctor	The Doctor/Star Trek: Voyager	The Doctor/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-The-Doctor-2000-464-341.pdf
1186	Tuvok	Tuvok	Tuvok/Star Trek: Voyager	Tuvok/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-Tuvok-2000-464-341.pdf
1187	Harry Kim	Harry Kim	Harry Kim/Star Trek: Voyager	Harry Kim/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-Harry-Kim-2000-464-341.pdf
1188	Seven of Nine	Seven of Nine	Seven of Nine/Star Trek: Voyager	Seven of Nine/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-Seven-of-Nine-2000-464-341.pdf
1189	Kes	Kes	Kes/Star Trek: Voyager	Kes/Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-Kes-2000-464-341.pdf
1190	Sutter Keely	Sutter Keely	Sutter Keely/The Spectacular Now	Sutter Keely/The Spectacular Now	https://compstorylab.org/archetypometrics/cards/The-Spectacular-Now-Sutter-Keely-2000-464-341.pdf
1191	Aimee Finecky	Aimee Finecky	Aimee Finecky/The Spectacular Now	Aimee Finecky/The Spectacular Now	https://compstorylab.org/archetypometrics/cards/The-Spectacular-Now-Aimee-Finecky-2000-464-341.pdf
1192	Richard Castle	Richard Castle	Richard Castle/Castle	Richard Castle/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Richard-Castle-2000-464-341.pdf
1193	Kate Beckett	Kate Beckett	Kate Beckett/Castle	Kate Beckett/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Kate-Beckett-2000-464-341.pdf
1194	Martha Rodgers	Martha Rodgers	Martha Rodgers/Castle	Martha Rodgers/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Martha-Rodgers-2000-464-341.pdf
1195	Javier Esposito	Javier Esposito	Javier Esposito/Castle	Javier Esposito/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Javier-Esposito-2000-464-341.pdf
1196	Kevin Ryan	Kevin Ryan	Kevin Ryan/Castle	Kevin Ryan/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Kevin-Ryan-2000-464-341.pdf
1197	Alexis Castle	Alexis Castle	Alexis Castle/Castle	Alexis Castle/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Alexis-Castle-2000-464-341.pdf
1198	Rachel Green	Rachel Green	Rachel Green/Friends	Rachel Green/Friends	https://compstorylab.org/archetypometrics/cards/Friends-Rachel-Green-2000-464-341.pdf
1199	Monica Geller	Monica Geller	Monica Geller/Friends	Monica Geller/Friends	https://compstorylab.org/archetypometrics/cards/Friends-Monica-Geller-2000-464-341.pdf
1200	Phoebe Buffay	Phoebe Buffay	Phoebe Buffay/Friends	Phoebe Buffay/Friends	https://compstorylab.org/archetypometrics/cards/Friends-Phoebe-Buffay-2000-464-341.pdf
1201	Joey Tribbiani	Joey Tribbiani	Joey Tribbiani/Friends	Joey Tribbiani/Friends	https://compstorylab.org/archetypometrics/cards/Friends-Joey-Tribbiani-2000-464-341.pdf
1202	Chandler Bing	Chandler Bing	Chandler Bing/Friends	Chandler Bing/Friends	https://compstorylab.org/archetypometrics/cards/Friends-Chandler-Bing-2000-464-341.pdf
1203	Ross Geller	Ross Geller	Ross Geller/Friends	Ross Geller/Friends	https://compstorylab.org/archetypometrics/cards/Friends-Ross-Geller-2000-464-341.pdf
1204	James Gordon	James Gordon	James Gordon/Gotham	James Gordon/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-James-Gordon-2000-464-341.pdf
1205	Harvey Bullock	Harvey Bullock	Harvey Bullock/Gotham	Harvey Bullock/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Harvey-Bullock-2000-464-341.pdf
1206	Bruce Wayne	Bruce Wayne	Bruce Wayne/Gotham	Bruce Wayne/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Bruce-Wayne-2000-464-341.pdf
1207	Oswald Cobblepot	Oswald Cobblepot	Oswald Cobblepot/Gotham	Oswald Cobblepot/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Oswald-Cobblepot-2000-464-341.pdf
1208	Selina Kyle	Selina Kyle	Selina Kyle/Gotham	Selina Kyle/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Selina-Kyle-2000-464-341.pdf
1209	Edward Nygma	Edward Nygma	Edward Nygma/Gotham	Edward Nygma/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Edward-Nygma-2000-464-341.pdf
1210	Alfred Pennyworth	Alfred Pennyworth	Alfred Pennyworth/Gotham	Alfred Pennyworth/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Alfred-Pennyworth-2000-464-341.pdf
1211	Barbara Kean	Barbara Kean	Barbara Kean/Gotham	Barbara Kean/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Barbara-Kean-2000-464-341.pdf
1212	Leslie Thompkins	Leslie Thompkins	Leslie Thompkins/Gotham	Leslie Thompkins/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Leslie-Thompkins-2000-464-341.pdf
1213	Lucius Fox	Lucius Fox	Lucius Fox/Gotham	Lucius Fox/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Lucius-Fox-2000-464-341.pdf
